name, type
"Stirista > Consumer > Estimated Household Income > $30,000-$34,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $35,000-$39,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $40,000-$44,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $45,000-$49,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $50,000-$54,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $55,000-$59,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $60,000-$64,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $65,000-$74,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $75,000-$99,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $100,000-$149,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $150,000-$174,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $175,000-$199,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $200,000-$249,999 HHI",R1
"Stirista > Consumer > Estimated Household Income > $250,000+ HHI",R1
Stirista > Consumer > Net Worth > Under $1 Net Worth,R1
"Stirista > Consumer > Net Worth > $1-$4,999 Net Worth",R1
"Stirista > Consumer > Net Worth > $5,000-$9,999 Net Worth",R1
"Stirista > Consumer > Net Worth > $10,000-$24,999 Net Worth",R1
"Stirista > Consumer > Net Worth > $25,000-$49,999 Net Worth",R1
"Stirista > Consumer > Net Worth > $50,000-$99,999 Net Worth",R1
"Stirista > Consumer > Net Worth > $100,000-$249,999 Net Worth",R1
"Stirista > Consumer > Net Worth > $250,000-$499,999 Net Worth",R1
"Stirista > Consumer > Net Worth > $499,999+ Net Worth",R1
Stirista > Consumer > Credit Range > $101-$300 Credit Range,R1
Stirista > Consumer > Credit Range > $301-$500 Credit Range,R1
Stirista > Consumer > Credit Range > $501-$1000 Credit Range,R1
Stirista > Consumer > Credit Range > $1001-$3000 Credit Range,R1
Stirista > Consumer > Credit Range > $3001-$5000 Credit Range,R1
Stirista > Consumer > Credit Range > $5001-$9999 Credit Range,R1
"Stirista > Consumer > Credit Range > $10,000+ Credit Range",R1
Stirista > Consumer > Credit Range > $0-$100 Credit Range,R1
Cuebiq > Mobile Audience > Lifestyle > Bar Go-ers,R1
Cuebiq > Mobile Audience > Lifestyle > Bar Go-ers > Wine Bar Go-ers,R1
Cuebiq > Mobile Audience > Lifestyle > Bar Go-ers > Lounge Bar Go-ers,R1
Cuebiq > Mobile Audience > Lifestyle > Bar Go-ers > Pub Go-ers,R1
Cuebiq > Mobile Audience > Lifestyle > Bar Go-ers > Sports Bar Go-ers,R1
Cuebiq > Demographic > Work Status > Unemployed,R1
Cuebiq > Demographic > Average Household Income > Under $20000,R1
Cuebiq > Demographic > Average Household Income > $20000 > $39999,R1
Cuebiq > Demographic > Average Household Income > $40000 > $49000,R1
Cuebiq > Demographic > Average Household Income > $50000 > $74999,R1
Cuebiq > Demographic > Average Household Income > $75000 > $99999,R1
Cuebiq > Demographic > Average Household Income > $100000 > $149999,R1
Cuebiq > Demographic > Average Household Income > $150000 or more,R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $25,000,000+",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $10,000,000 - $24,999,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $5,000,000 - $9,999,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $3,000,000 - $4,999,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $2,000,000 - $2,999,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $1,000,000 - $1,999,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $750,000 - $999,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $500,000 - $749,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $250,000 - $499,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $100,000 - $249,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $75,000 - $99,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $50,000 - $74,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $25,000 - $49,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $10,000 - $24,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $5,000 - $9,999",R1
"IXI > Wealth Complete Total Investable Assets > Asset Range $0.01 - $4,999",R1
IXI > Wealth Complete Total Investable Assets > Asset Range $0,R1
"IXI > WealthComplete Deposits > Deposit Range $250,000+",R1
"IXI > WealthComplete Deposits > Deposit Range $100,000 - $249,999",R1
"IXI > WealthComplete Deposits > Deposit Range $50,000 - $99,999",R1
"IXI > WealthComplete Deposits > Deposit Range $25,000 - $49,999",R1
"IXI > WealthComplete Deposits > Deposit Range $10,000 - $24,999",R1
"IXI > WealthComplete Deposits > Deposit Range $2,500 - $9,999",R1
"IXI > WealthComplete Deposits > Deposit Range $0.01 - $2,499",R1
IXI > WealthComplete Deposits > Deposit Range $0,R1
"IXI > Financial Cohorts > <$100K Assets, Age <35, Major Metro > Starting Out - Getting By > A1",R1
"IXI > Financial Cohorts > <$100K Assets, Age <35, Major Metro > Starting Out - Financial Challenges > A2",R1
"IXI > Financial Cohorts > <$100K Assets, Age <35, Major Metro > Starting Out - Planners > A3",R1
"IXI > Financial Cohorts > <$100K Assets, Age <35, Major Metro > Starting Out - New Investors > A4",R1
"IXI > Financial Cohorts > <$100K Assets, Age 35-54, Major Metro > Working Class - Financial Challenges > B5",R1
"IXI > Financial Cohorts > <$100K Assets, Age 35-54, Major Metro > Working Class - Conservative Savers > B6",R1
"IXI > Financial Cohorts > <$100K Assets, Age 35-54, Major Metro > Working Class - Credit Reliant > B7",R1
"IXI > Financial Cohorts > <$100K Assets, Age 35-54, Major Metro > Working Class - Investors > B8",R1
"IXI > Financial Cohorts > <$100K Assets, Age 55-64, Major Metro > Uncertain Future - Financial Challenges > C9",R1
"IXI > Financial Cohorts > <$100K Assets, Age 55-64, Major Metro > Uncertain Future - Credit Reliant > C10",R1
"IXI > Financial Cohorts > <$100K Assets, Age 55-64, Major Metro > Uncertain Future - Conservative Savers > C11",R1
"IXI > Financial Cohorts > <$100K Assets, Age 55-64, Major Metro > Uncertain Future - Investors > C12",R1
"IXI > Financial Cohorts > <$100K Assets, Age 65+, Major Metro > Social Security Seniors - Minimal Assets > D13",R1
"IXI > Financial Cohorts > <$100K Assets, Age 65+, Major Metro > Social Security Seniors - Very Elderly > D14",R1
"IXI > Financial Cohorts > <$100K Assets, Age 65+, Major Metro > Social Security Seniors - Conservative Savers > D15",R1
"IXI > Financial Cohorts > <$100K Assets, Age 65+, Major Metro > Social Security Seniors - Mixed Investments > D16",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age <35, Major Metro > Youthful Promise - Planners > E17",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age <35, Major Metro > Youthful Promise - Credit Dependent > E18",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age <35, Major Metro > Youthful Promise - Mixed Investments > E19",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age <35, Major Metro > Youthful Promise - Thriving Investors > E20",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 35-54, Major Metro > Rising Stars - Credit-Active Investors > F21",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 35-54, Major Metro > Rising Stars - Retirement Planners > F22",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 35-54, Major Metro > Rising Stars - Savers > F23",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 35-54, Major Metro > Rising Stars - Investors > F24",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 55-64, Major Metro > Safe and Secure - Credit-Active Investors > G25",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 55-64, Major Metro > Safe and Secure - Savers > G26",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 55-64, Major Metro > Safe and Secure - Retirement Planners > G27",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 55-64, Major Metro > Safe and Secure - Investors > G28",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 65+, Major Metro > Respected Seniors - Post-Retirement Mix > H29",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 65+, Major Metro > Respected Seniors - Very Elderly > H30",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Age 65+, Major Metro > Respected Seniors - Complex Investments > H31",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age <35, Major Metro > Young Millionaires - Young Investors > I32",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 35-54, Major Metro > High-Powered Careers - Planners > J33",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 35-54, Major Metro > High-Powered Careers - Accumulators > J34",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 35-54, Major Metro > High-Powered Careers - Investors > J35",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 35-54, Major Metro > High-Powered Careers - High Worth > J36",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 55-64, Major Metro > Successful Executives - Accumulators > K37",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 55-64, Major Metro > Successful Executives - Investors > K38",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 55-64, Major Metro > Successful Executives - Very Wealthy > K39",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 65+, Major Metro > Eminent and Wealthy - Well-Planned Retirement > L40",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 65+, Major Metro > Eminent and Wealthy - Very Elderly > L41",R1
"IXI > Financial Cohorts > $1MM+ Assets, Age 65+, Major Metro > Eminent and Wealthy - Wealthiest > L42",R1
"IXI > Financial Cohorts > <$100K Assets, Small City > Strugglers and Strivers - Meager Means > M43",R1
"IXI > Financial Cohorts > <$100K Assets, Small City > Strugglers and Strivers - Credit Reliant > M44",R1
"IXI > Financial Cohorts > <$100K Assets, Small City > Strugglers and Strivers - Planners > M45",R1
"IXI > Financial Cohorts > <$100K Assets, Small City > Strugglers and Strivers - Near Retirement > M46",R1
"IXI > Financial Cohorts > <$100K Assets, Small City > Strugglers and Strivers - Beginning to Invest > M47",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Small City > Mature Mainstream - Deposits and Credit > N48",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Small City > Mature Mainstream - Older Conservative > N49",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Small City > Mature Mainstream - Retirement Planners > N50",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Small City > Mature Mainstream - Older Investors > N51",R1
"IXI > Financial Cohorts > $1MM+ Assets, Small City > Achievers and Winners - Elderly and Prudent > O52",R1
"IXI > Financial Cohorts > $1MM+ Assets, Small City > Achievers and Winners - Wealthy Investors > O53",R1
"IXI > Financial Cohorts > <$100K Assets, Small Town & Rural > Working Small Town - Financial Challenges > P54",R1
"IXI > Financial Cohorts > <$100K Assets, Small Town & Rural > Working Small Town - Credit Reliant > P55",R1
"IXI > Financial Cohorts > <$100K Assets, Small Town & Rural > Working Small Town - Conservative Planners > P56",R1
"IXI > Financial Cohorts > <$100K Assets, Small Town & Rural > Working Small Town - Conservative Investors > P57",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Small Town & Rural > Small Town Leaders - Older Conservative > Q58",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Small Town & Rural > Small Town Leaders - Retirement Planners > Q59",R1
"IXI > Financial Cohorts > $100K - $1MM Assets, Small Town & Rural > Small Town Leaders - Older Investors > Q60",R1
"IXI > Financial Cohorts > $1MM+ Assets, Small Town & Rural > Country Nobility - Wealthy Investors > R61",R1
IXI > Investment Propensity > Sophisticated Investors - Discount Brokers,R1
IXI > Investment Propensity > Sophisticated Investors - Full Service Brokers,R1
IXI > Investment Propensity > Advice-Oriented Investors,R1
IXI > Investment Propensity > Self-Directed Investors,R1
IXI > Investment Propensity > IRA Investors,R1
IXI > Investment Propensity > Mutual Fund Investors,R1
IXI > Investment Propensity > Individual Stock Investors,R1
IXI > Investment Propensity > CD Investors,R1
IXI > Investment Propensity > Fixed-Income Investors,R1
IXI > Investment Propensity > High-Risk Investors,R1
IXI > Investment Propensity > Discount Brokerage Investors,R1
IXI > Investment Propensity > Active Traders,R1
IXI > Retail Banking Propensity > High Net Worth,R1
IXI > Retail Banking Propensity > Mass Affluent,R1
IXI > Retail Banking Propensity > High Deposits,R1
IXI > Retail Banking Propensity > CD Investors,R1
IXI > Retail Banking Propensity > MMDA Investors,R1
IXI > Retail Banking Propensity > Young and On the Road to Wealth,R1
IXI > Retail Banking Propensity > Active Debit Card Users,R1
IXI > Retail Banking Propensity > Active Online Bill Payers,R1
IXI > Retail Banking Propensity > Mass Market and Mass Affluent Checking,R1
IXI > Retail Banking Propensity > High Checking Account Balance,R1
"IXI > Small Business Asset > Small Business Asset Range $250,000 - $20,000,000",R1
"IXI > Small Business Asset > Small Business Assets Range $100,000 - $249,999",R1
"IXI > Small Business Asset > Small Business Asset Range $50,000 - $99,999",R1
"IXI > Small Business Asset > Small Business Asset Range $25,000 - $49,999",R1
"IXI > Small Business Asset > Small Business Asset Range $10,000 - $24,999",R1
"IXI > Small Business Asset > Small Business Asset Range < $10,000",R1
"IXI > Income 360 > Income Range $250,000+",R1
"IXI > Income 360 > Income Range $150,000 - $249,999",R1
"IXI > Income 360 > Income Range $125,000 - $149,999",R1
"IXI > Income 360 > Income Range $100,000 - $124,999",R1
"IXI > Income 360 > Income Range $75,000 - $99,999",R1
"IXI > Income 360 > Income Range $60,000 - $74,999",R1
"IXI > Income 360 > Income Range $50,000 - $59,999",R1
"IXI > Income 360 > Income Range $40,000 - $49,999",R1
"IXI > Income 360 > Income Range $30,000 - $39,999",R1
"IXI > Income 360 > Income Range $20,000 - $29,999",R1
"IXI > Income 360 > Income Range <$20,000",R1
"IXI > Discretionary Spending > Discretionary Spending Range $200,000+",R1
"IXI > Discretionary Spending > Discretionary Spending Range $100,000 - $200,000",R1
"IXI > Discretionary Spending > Discretionary Spending Range $75,000 - $99,999",R1
"IXI > Discretionary Spending > Discretionary Spending Range $50,000- $74,999",R1
"IXI > Discretionary Spending > Discretionary Spending Range $40,000 - $49,999",R1
"IXI > Discretionary Spending > Discretionary Spending Range $30,000- $39,999",R1
"IXI > Discretionary Spending > Discretionary Spending Range $20,000 - $29,999",R1
"IXI > Discretionary Spending > Discretionary Spending Range $10,000 - $19,999",R1
"IXI > Discretionary Spending > Discretionary Spending Range <$10,000",R1
IXI > Ability to Pay > Highest Ability to Pay > Top 20%,R1
IXI > Ability to Pay > High Ability to Pay,R1
IXI > Ability to Pay > Moderate Ability to Pay,R1
IXI > Ability to Pay > Lowest Ability to Pay > Bottom 20%,R1
"IXI > Economic Cohorts > <$50K Income, Age > Young (<35), Tough Start - Young Single Parents > A1",R1
"IXI > Economic Cohorts > <$50K Income, Age > Young (<35), Tough Start - Young Singles > A2",R1
"IXI > Economic Cohorts > <$50K Income, Age > Young (<35), Starting Small - Small-Town Families > A3",R1
"IXI > Economic Cohorts > <$50K Income, Age > Young (<35), Starting Small - Small-Town Singles > A4",R1
"IXI > Economic Cohorts > <$50K Income, Age > Young (<35), Living on Loans - Young Urban Single Parents > A5",R1
"IXI > Economic Cohorts > <$50K Income, Age > Young (<35), Living on Loans - Young Urban Singles > A6",R1
"IXI > Economic Cohorts > <$50K Income, Age > Working Years (35-54), Mid-Life Strugglers - Small-Town Families > B7",R1
"IXI > Economic Cohorts > <$50K Income, Age > Working Years (35-54), Mid-Life Strugglers - Singles > B8",R1
"IXI > Economic Cohorts > <$50K Income, Age > Working Years (35-54), Getting By - Small-Town Families > B9",R1
"IXI > Economic Cohorts > <$50K Income, Age > Working Years (35-54), Getting By - Small-Town Singles and Couples > B10",R1
"IXI > Economic Cohorts > <$50K Income, Age > Working Years (35-54), Credit Crunched - City Families > B11",R1
"IXI > Economic Cohorts > <$50K Income, Age > Working Years (35-54), Credit Crunched - City Singles > B12",R1
"IXI > Economic Cohorts > <$50K Income, Age > Pre-Retirement (55-64), Retiring on Empty - Singles > C13",R1
"IXI > Economic Cohorts > <$50K Income, Age > Pre-Retirement (55-64), Burdened by Debt - Small-Town Singles > C14",R1
"IXI > Economic Cohorts > <$50K Income, Age > Pre-Retirement (55-64), Sensible Spenders - Families > C15",R1
"IXI > Economic Cohorts > <$50K Income, Age > Pre-Retirement (55-64), Sensible Spenders - Small-Town Empty Nesters > C16",R1
"IXI > Economic Cohorts > <$50K Income, Age > Pre-Retirement (55-64), Sensible Spenders - Urban Pre-Retirement Singles > C17",R1
"IXI > Economic Cohorts > <$50K Income, Age > Retired (65+), Relying on Aid - Retired Singles > D18",R1
"IXI > Economic Cohorts > <$50K Income, Age > Retired (65+), Rough Retirement - Small-Town and Rural Seniors > D19",R1
"IXI > Economic Cohorts > <$50K Income, Age > Retired (65+), Struggling Elders - Small-Town and Rural Singles > D20",R1
"IXI > Economic Cohorts > <$50K Income, Age > Retired (65+), Modest Means - Urban Retirees > D21",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Young (<35), Credit City - Young Families > E22",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Young (<35), Credit City - Young Singles > E23",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Young (<35), Midscale Mainstream - Small-Town Families > E24",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Young (<35), Midscale Mainstream - Small-Town Singles and Couples > E25",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Young (<35), Getting Ahead - Young City Families > E26",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Young (<35), Getting Ahead - Young City Singles > E27",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Working Years (35-54), Living Simply - Small-Town Families > F28",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Working Years (35-54), Living Simply - Small-Town Singles and Couples > F29",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Working Years (35-54), Credit Rules - Urban Families > F30",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Working Years (35-54), Credit Rules - Urban Singles > F31",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Working Years (35-54), Suburban Stability - Families > F32",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Working Years (35-54), Suburban Stability - Singles and Couples > F33",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Pre-Retirement (55-64), Committed to Credit - Small-Town Couples > G34",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Pre-Retirement (55-64), Striving for Balance - Urban Pre-Retirement Singles > G35",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Pre-Retirement (55-64), Conservative Consumers - Small-Town Empty Nesters > G36",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Pre-Retirement (55-64), Conservative Consumers - Suburban Families > G37",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Pre-Retirement (55-64), Solid Foundation - Suburban Empty Nesters > G38",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Retired (65+), Retired on Credit - City Singles and Couples > H39",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Retired (65+), Safety Net Seniors - Small-Town Retired Couples > H40",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Retired (65+), Nest Egg Elders - Older Retirees > H41",R1
"IXI > Economic Cohorts > $50K-$100K Income, Age > Retired (65+), Comfortable Retirement - Suburban Singles and Couples > H42",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Young (<35), Charge-It Champs - Young Suburban Families > I43",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Young (<35), Charge-It Champs - Young Suburban Singles > I44",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Young (<35), Confident Futures - Young City Families > I45",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Young (<35), Confident Futures - Young City Singles and Couples > I46",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Young (<35), Material World - Urban Families > I47",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Young (<35), Material World - Urban Singles > I48",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Working Years (35-54), House of Cards - Suburban Families > J49",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Working Years (35-54), House of Cards - Suburban Singles and Couples > J50",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Working Years (35-54), Prudent Professionals - Suburban Families > J51",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Working Years (35-54), Prudent Professionals - Suburban Singles and Couples > J52",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Working Years (35-54), Suburban Success - Upscale Families > J53",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Working Years (35-54), Suburban Success - Upscale Singles and Couples > J54",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Pre-Retirement (55-64), Living for Today - Singles and Couples > K55",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Pre-Retirement (55-64), Planners and Savers - Suburban Families > K56",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Pre-Retirement (55-64), Planners and Savers - Suburban Couples > K57",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Pre-Retirement (55-64), Planners and Savers - Urban Singles and Couples > K58",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Pre-Retirement (55-64), Country Club Climbers - Suburban Empty Nesters > K59",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Retired (65+), Comfortable with Credit - Upscale Retirees > L60",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Retired (65+), Rewarding Retirement - Affluent Suburbanites > L61",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Retired (65+), Affluent Elders - Older Upscale Suburbanites > L62",R1
"IXI > Economic Cohorts > $100-$200K Income, Age > Retired (65+), Established Wealth - Suburban Retirees > L63",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Young (<35), Big Shots - Young Upmarket Urbanites > M64",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Working Years (35-54), Careers First - City Singles > N65",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Working Years (35-54), Executive Spenders - Suburban Families > N66",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Working Years (35-54), Executive Spenders - Suburban Couples > N67",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Pre-Retirement (55-64), Corner Offices - Executive Urban Singles and Couples > O68",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Pre-Retirement (55-64), Champagne Tastes - Executive Empty Nesters > O69",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Retired (65+), Flush Funds - Wealthy Urban Seniors > P70",R1
"IXI > Economic Cohorts > $200K+ Income, Age > Retired (65+), Diamonds and Pearls - Wealthiest Retirees > P71",R1
